-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000027, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000028, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
-0.000029, 0.000002, -0.000070, 0.000012
